,currentActualUPB,currentLoanDelinquencyStatus,modificationFlag,currentInterestRate,currentDeferredUPB,netSalesProceeds,nonMiRecoveries,expenses,legalCosts,actualLossCalculation,stepModificationFlag,deferredPaymentModification,creditScore,firstTimeHomeBuyerFlag,metropolitanDivisionOrMSA,mortgageInsurancePercentage,numberOfUnits,occupancyStatus,originalCombinedLoanToValue,originalDebtToIncomeRatio,originalUPB,originalLoanToValue,originalInterestRate,channel,prepaymentPenaltyMortgageFlag,productType,propertyState,propertyType,postalCode,loanPurpose,defaulted
594,214518.29,1,0,6.5,0.0,117,0.0,0.0,0.0,0.0,1,0,703,1,61,30,1,1,93.0,38,247000,93,6.5,3,0,0,15,4,393,1,0
595,214117.16,0,0,6.5,0.0,117,0.0,0.0,0.0,0.0,1,0,703,1,61,30,1,1,93.0,38,247000,93,6.5,3,0,0,15,4,393,1,0
596,213713.86,1,0,6.5,0.0,117,0.0,0.0,0.0,0.0,1,0,703,1,61,30,1,1,93.0,38,247000,93,6.5,3,0,0,15,4,393,1,0
597,213308.38,1,0,6.5,0.0,117,0.0,0.0,0.0,0.0,1,0,703,1,61,30,1,1,93.0,38,247000,93,6.5,3,0,0,15,4,393,1,0
598,212900.7,1,0,6.5,0.0,117,0.0,0.0,0.0,0.0,1,0,703,1,61,30,1,1,93.0,38,247000,93,6.5,3,0,0,15,4,393,1,0
599,212490.81,1,0,6.5,0.0,117,0.0,0.0,0.0,0.0,1,0,703,1,61,30,1,1,93.0,38,247000,93,6.5,3,0,0,15,4,393,1,0
885,0,0,0,6.25,0,117,0,0,0,0,1,0,716,1,20,25,1,0,90,62,73000,90,6.25,3,0,0,45,0,509,2,1
1170,0,0,0,2,69700,17,0,-550,0,-55346,1,0,638,0,61,0,1,1,80,39,138000,80,7.75,3,0,0,15,4,398,0,1
1696,0,13,0,4.625,0,24,1075,-7460,-2732,-45876,1,0,678,1,254,12,1,1,83,53,57000,83,6.5,3,0,0,47,4,155,1,1
2346,0,6,0,5.875,0,62,4422,-18851,-857,-9071,1,0,629,1,322,0,1,1,59,41,264000,59,5.875,2,0,0,23,4,323,1,1
2438,0,10,0,6.5,0,50,955,-4246,-1656,-118321,1,0,727,1,341,0,1,1,80,36,320000,80,6.5,3,0,0,46,4,547,1,1
2458,0,0,0,6.25,0,117,0,0,0,0,1,0,720,1,328,0,1,0,75,19,116000,75,6.25,3,0,0,9,0,224,2,1
2631,0,199,0,0,0,39,1637,-14301,-3043,-72816,1,0,651,1,252,0,1,1,80,17,72000,80,5.875,2,0,0,47,0,147,2,1
3248,0,8,0,6.25,0,105,30,-2701,-2003,-87305,1,0,782,1,163,0,1,1,90,42,155000,78,6.25,2,0,0,3,4,557,0,1
3332,0,199,0,0,0,61,0,-7488,-1985,23058,1,0,746,1,16,0,1,1,44,17,230000,44,5.875,3,0,0,10,4,202,0,1
3920,0,199,0,0,0,89,540,-7206,-2140,-37859,1,0,765,1,341,27,1,1,95,56,118000,95,6.25,2,0,0,10,4,199,1,1
4286,0,0,0,2,15300,117,0,0,0,0,1,0,693,0,341,0,1,1,58,57,245000,58,6.375,2,0,0,14,4,539,0,1
5205,0,199,0,0,0,9,3200,-8165,-4050,-117642,1,0,758,1,282,0,1,1,87,42,225000,68,5.75,2,0,0,4,0,611,1,1
5850,0,25,0,6.875,0,117,0,0,0,0,1,0,607,1,298,25,1,1,90,51,189000,90,6.875,2,0,0,25,4,431,0,1
5878,0,24,0,7.75,0,76,2773,-13378,-4632,-166346,1,0,692,1,191,25,1,1,90,35,227000,90,7.75,3,0,0,9,0,221,2,1
6457,0,14,0,2,0,49,4568,-12117,-792,-118027,1,0,749,1,61,0,1,1,94,33,310000,79,5.75,2,0,0,15,4,392,1,1
7197,0,8,0,5.875,0,45,774,-3087,-1556,-45103,1,0,708,1,243,0,1,1,80,40,220000,80,5.875,2,0,0,46,4,542,0,1
7361,0,199,0,0,0,111,54,-14742,-6418,-122141,1,0,734,0,341,0,1,1,80,50,175000,80,5.625,3,0,0,38,4,629,0,1
7815,0,18,0,5.75,0,20,781,-6298,-1819,-129146,1,0,796,1,260,0,1,1,80,39,228000,80,5.75,3,0,0,4,4,619,0,1
8196,0,199,0,0,0,19,2764,-35597,-3365,-56250,1,0,792,1,162,0,1,1,59,42,136000,59,5.625,3,0,0,15,4,392,1,1
8481,0,199,0,0,0,92,3106,-19439,-5183,-127945,1,0,683,1,61,30,1,1,91,42,252000,91,6.25,3,0,0,15,4,393,1,1
8903,0,15,0,5.625,0,2,0,0,0,0,1,0,715,1,85,0,1,1,85,60,311000,65,5.625,3,0,0,5,3,522,1,1
9020,0,14,0,5.375,0,8,1040,-22843,-675,-133418,1,0,776,2,191,12,1,1,85,51,237000,85,5.375,3,0,0,9,0,221,2,1
9242,0,30,0,5.875,0,79,0,-16893,-6409,-86718,1,0,746,1,240,0,1,1,54,40,100000,45,5.875,2,0,0,35,4,81,0,1
9606,0,199,0,0,0,109,3101,-22535,-5389,-128398,1,0,760,0,164,12,1,0,85,59,185000,85,6.75,3,0,0,9,4,228,0,1
10077,0,199,0,0,0,7,1139,-42034,-6520,-215905,1,0,688,1,164,25,1,1,90,45,266000,90,6.625,3,0,0,9,4,234,2,1
11157,0,52,0,6.25,0,25,1999,-33589,-8145,-82031,1,0,808,1,297,12,1,2,85,52,170000,85,6.25,2,0,0,20,4,2,2,1
12209,0,199,0,0,0,65,84,-5004,-2893,-116735,1,0,751,1,95,0,1,0,70,5,133000,70,6.5,2,0,0,4,4,589,1,1
12403,0,11,0,5.375,0,22,11793,-25900,-2119,-322887,1,0,747,1,94,0,1,1,75,42,417000,75,5.375,3,0,0,32,4,57,1,1
14005,0,199,0,0,0,37,1583,-29992,-2611,-96543,1,0,783,1,300,0,1,1,70,50,225000,70,5.375,2,0,0,4,4,614,0,1
14383,0,12,0,5.625,0,108,0,-435,0,-68704,1,0,757,2,195,0,1,1,75,64,150000,75,5.625,3,0,0,24,0,367,2,1
16033,0,199,0,0,0,95,195370,-9156,-2816,0,1,0,680,1,113,17,1,1,88,36,240000,88,5.875,3,0,0,4,4,603,1,1
17045,0,199,0,0,0,53,10029,-30023,-810,-115036,1,0,648,1,9,25,1,1,90,40,282000,90,6.5,2,0,0,0,4,647,1,1
18090,0,9,0,6.375,0,75,0,-345,0,-59996,1,0,717,1,305,0,1,1,80,59,96000,80,6.375,3,0,0,9,4,227,0,1
18486,0,199,0,0,0,71,104485,-22091,-3008,0,1,0,633,0,87,0,1,0,80,35,80000,80,7.5,3,0,0,23,4,322,2,1
18603,0,12,0,6.5,0,117,0,0,0,0,1,0,656,0,234,12,1,1,85,35,136000,85,6.5,3,0,0,3,0,551,0,1
19004,0,199,0,0,0,59,1781,-28971,-3003,-97127,1,0,696,1,217,0,1,1,80,52,312000,80,6.375,3,0,0,4,4,609,0,1
19116,0,1,0,2,0,117,0,0,0,0,1,0,649,1,48,35,1,1,100,62,317000,100,6.625,3,0,0,32,3,51,2,1
21516,0,7,0,6.5,0,117,0,0,0,0,1,0,653,2,239,0,1,1,95,30,68000,80,6.5,2,0,0,9,4,224,2,1
22415,0,199,0,0,0,56,2922,-12624,-4479,-109098,1,0,621,1,85,30,1,1,95,47,309000,95,7.5,3,0,0,5,4,520,2,1
23095,0,199,0,0,0,46,1008,-24599,-1849,-218682,1,0,717,1,253,0,1,1,62,50,347000,62,6.25,2,0,0,4,4,592,0,1
23809,0,199,0,0,0,35,4403,-25063,-4044,-64562,1,0,705,2,300,25,1,1,90,63,230000,90,6.875,3,0,0,4,3,615,2,1
23842,0,199,0,0,0,67,4246,-44547,-6398,-49146,1,0,643,2,179,25,1,1,90,47,367000,90,6.25,2,0,0,4,4,571,2,1
24030,0,11,0,2,8800,66,1210,-9845,-2359,-196444,1,0,679,1,334,0,1,1,95,35,417000,78,6.25,2,0,0,47,4,142,1,1
24321,0,5,0,5.75,0,43,102037,-2496,-1072,0,1,0,634,0,195,12,1,1,85,26,268000,85,5.75,3,0,0,24,4,365,1,1
24514,0,3,0,6,0,32,834,-2068,0,-38007,1,0,762,2,209,25,1,1,90,48,232000,90,6,3,0,0,32,4,42,2,1
25008,0,8,0,6.5,0,16,933,-4887,-2892,-47885,1,0,629,2,253,25,1,1,95,60,214000,95,6.5,3,0,0,4,4,590,2,1
26785,0,0,0,3.875,0,117,0,0,0,0,1,0,541,1,179,0,1,1,58,42,213000,58,5.875,3,0,0,4,4,584,0,1
28302,0,199,0,0,0,77,1662,-42623,-6014,-169385,1,0,534,1,179,0,1,1,75,44,379000,75,7.625,3,0,0,4,4,580,0,1
32507,0,0,0,5.625,0,117,0,0,0,0,1,0,777,1,191,0,1,2,18,40,54000,18,5.625,2,0,0,9,0,222,1,1
37052,0,17,0,5.5,0,69,1811,-9810,-2056,-135219,1,0,800,1,217,0,1,1,75,39,417000,75,5.5,3,0,0,4,4,608,0,1
37953,0,45,0,5.625,0,70,0,-18494,-3681,-86942,1,0,756,1,123,0,1,1,80,44,88000,80,5.625,2,0,0,28,4,169,0,1
38683,0,10,0,6.125,0,42,77691,-345,0,0,1,0,713,1,50,25,1,1,90,25,239000,90,6.125,2,0,0,9,4,229,2,1
39499,0,199,0,0,0,2,153043,-4548,-2220,0,1,0,674,1,253,0,1,2,63,9,142000,63,6.875,3,0,0,4,4,591,0,1
39908,0,199,0,0,0,18,2306,-26642,-4492,-69057,1,0,698,2,50,25,1,1,90,60,180000,90,6.25,3,0,0,9,4,229,2,1
