,loanSequenceNumber,monthlyReportingPeriod,currentActualUPB,currentLoanDelinquencyStatus,loanAge,remainingMonthToLegalMaturity,repurchaseFlag,modificationFlag,zeroBalanceCode,zeroBalanceEffectiveDate,currentInterestRate,currentDeferredUPB,dueDateOfLastPaidInstallment,miRecoveries,netSalesProceeds,nonMiRecoveries,expenses,legalCosts,maintenanceAndPreservationCosts,taxesAndInsurance,miscellaneousExpenses,actualLossCalculation,modificationCost,stepModificationFlag,deferredPaymentModification,estimatedLoandToValue,yr,qr,defaulted,creditScore,firstPaymentDate,firstTimeHomeBuyerFlag,maturityDate,metropolitanDivisionOrMSA,mortgageInsurancePercentage,numberOfUnits,occupancyStatus,originalCombinedLoanToValue,originalDebtToIncomeRatio,originalUPB,originalLoanToValue,originalInterestRate,channel,prepaymentPenaltyMortgageFlag,productType,propertyState,propertyType,postalCode,loanSequenceNumber,loanPurpose,originalLoanTerm,numberOfBorrowers,sellerName,servicerName,superConformingFlag,preHarpLoanSequenceNumber,yr,qr
379,F108Q3000005,201611,78186.65,0,99,261,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
380,F108Q3000005,201612,78056.49,0,100,260,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
381,F108Q3000005,201701,78056.49,0,101,259,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
382,F108Q3000005,201702,77793.94,0,102,258,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
383,F108Q3000005,201703,77661.53,0,103,257,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
384,F108Q3000005,201704,77528.37,0,104,256,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
385,F108Q3000005,201705,77394.44,0,105,255,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
386,F108Q3000005,201706,77259.75,0,106,254,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
387,F108Q3000005,201707,77259.75,0,107,253,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
388,F108Q3000005,201708,76988.04,0,108,252,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
389,F108Q3000005,201709,76851.02,0,109,251,NotA,NotA,0,NotA,6.875,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,2,I,80.0,41,88000,80,6.875,R,N,FRM,KY,SF,42100,F108Q3000005,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
390,F108Q3000006,200808,170000.0,0,0,360,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
391,F108Q3000006,200809,169000.0,0,1,359,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
392,F108Q3000006,200810,169000.0,0,2,358,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
393,F108Q3000006,200811,169000.0,0,3,357,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
394,F108Q3000006,200812,169000.0,0,4,356,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
395,F108Q3000006,200901,169000.0,0,5,355,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
396,F108Q3000006,200902,169000.0,0,6,354,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
397,F108Q3000006,200903,168674.57,0,7,353,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
398,F108Q3000006,200904,168392.85,0,8,352,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
399,F108Q3000006,200905,168250.73,0,9,351,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
400,F108Q3000006,200906,168107.77,0,10,350,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
401,F108Q3000006,200907,167963.96,0,11,349,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
402,F108Q3000006,200908,167963.96,0,12,348,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
403,F108Q3000006,200909,167673.78,0,13,347,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
404,F108Q3000006,200910,167673.78,0,14,346,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
405,F108Q3000006,200911,167527.39,0,15,345,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
406,F108Q3000006,200912,167232.0,0,16,344,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
407,F108Q3000006,201001,167082.99,0,17,343,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
408,F108Q3000006,201002,167082.99,0,18,342,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
409,F108Q3000006,201003,166933.1,0,19,341,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
410,F108Q3000006,201004,166630.64,0,20,340,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
411,F108Q3000006,201005,166630.64,0,21,339,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
412,F108Q3000006,201006,166324.57,0,22,338,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
413,F108Q3000006,201007,166324.57,0,23,337,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
414,F108Q3000006,201008,166170.17,0,24,336,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
415,F108Q3000006,201009,165858.62,0,25,335,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
416,F108Q3000006,201010,165858.62,0,26,334,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
417,F108Q3000006,201011,165701.46,0,27,333,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
418,F108Q3000006,201012,165543.36,0,28,332,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
419,F108Q3000006,201101,165384.32,0,29,331,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
420,F108Q3000006,201102,165224.34,0,30,330,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
421,F108Q3000006,201103,165063.41,0,31,329,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
422,F108Q3000006,201104,164901.52,0,32,328,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
423,F108Q3000006,201105,164574.86,0,33,327,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
424,F108Q3000006,201106,164574.86,0,34,326,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
425,F108Q3000006,201107,164410.07,0,35,325,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
426,F108Q3000006,201108,164244.3,0,36,324,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
427,F108Q3000006,201109,163909.81,0,37,323,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
428,F108Q3000006,201110,163909.81,0,38,322,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
429,F108Q3000006,201111,163571.33,0,39,321,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
430,F108Q3000006,201112,163571.33,0,40,320,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
431,F108Q3000006,201201,163400.58,0,41,319,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
432,F108Q3000006,201202,163056.04,0,42,318,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
433,F108Q3000006,201203,162882.24,0,43,317,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
434,F108Q3000006,201204,162882.24,0,44,316,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
435,F108Q3000006,201205,162707.4,0,45,315,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
436,F108Q3000006,201206,162531.53,0,46,314,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
437,F108Q3000006,201207,162354.61,0,47,313,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
438,F108Q3000006,201208,161997.61,0,48,312,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
439,F108Q3000006,201209,161817.52,0,49,311,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
440,F108Q3000006,201210,161817.52,0,50,310,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
441,F108Q3000006,201211,161636.36,0,51,309,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
442,F108Q3000006,201212,161454.13,0,52,308,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
443,F108Q3000006,201301,161086.41,0,53,307,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
444,F108Q3000006,201302,160900.91,0,54,306,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
445,F108Q3000006,201303,160714.31,0,55,305,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
446,F108Q3000006,201304,160714.31,0,56,304,NotA,NotA,0,NotA,7.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,792,200809,N,203808,NotA,0,4,I,75.0,55,170000,75,7.125,R,N,FRM,KY,SF,42100,F108Q3000006,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
