,loanSequenceNumber,monthlyReportingPeriod,currentActualUPB,currentLoanDelinquencyStatus,loanAge,remainingMonthToLegalMaturity,repurchaseFlag,modificationFlag,zeroBalanceCode,zeroBalanceEffectiveDate,currentInterestRate,currentDeferredUPB,dueDateOfLastPaidInstallment,miRecoveries,netSalesProceeds,nonMiRecoveries,expenses,legalCosts,maintenanceAndPreservationCosts,taxesAndInsurance,miscellaneousExpenses,actualLossCalculation,modificationCost,stepModificationFlag,deferredPaymentModification,estimatedLoandToValue,yr,qr,defaulted,creditScore,firstPaymentDate,firstTimeHomeBuyerFlag,maturityDate,metropolitanDivisionOrMSA,mortgageInsurancePercentage,numberOfUnits,occupancyStatus,originalCombinedLoanToValue,originalDebtToIncomeRatio,originalUPB,originalLoanToValue,originalInterestRate,channel,prepaymentPenaltyMortgageFlag,productType,propertyState,propertyType,postalCode,loanSequenceNumber,loanPurpose,originalLoanTerm,numberOfBorrowers,sellerName,servicerName,superConformingFlag,preHarpLoanSequenceNumber,yr,qr
1560,F108Q3000028,200908,69160.22,0,12,348,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1561,F108Q3000028,200909,69087.9,0,13,347,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1562,F108Q3000028,200910,69015.21,0,14,346,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1563,F108Q3000028,200911,68942.14,0,15,345,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1564,F108Q3000028,200912,68868.7,0,16,344,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1565,F108Q3000028,201001,68794.89,0,17,343,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1566,F108Q3000028,201002,68720.7,0,18,342,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1567,F108Q3000028,201003,68646.13,0,19,341,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1568,F108Q3000028,201004,68571.18,0,20,340,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1569,F108Q3000028,201005,68495.85,0,21,339,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1570,F108Q3000028,201006,68420.14,0,22,338,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1571,F108Q3000028,201007,68344.04,0,23,337,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1572,F108Q3000028,201008,68344.04,0,24,336,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1573,F108Q3000028,201009,68186.98,0,25,335,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1574,F108Q3000028,201010,68104.61,0,26,334,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1575,F108Q3000028,201011,68022.23,0,27,333,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1576,F108Q3000028,201012,67939.43,0,28,332,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1577,F108Q3000028,201101,67856.2,0,29,331,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1578,F108Q3000028,201102,67772.55,0,30,330,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1579,F108Q3000028,201103,67688.47,0,31,329,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1580,F108Q3000028,201104,67603.97,0,32,328,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1581,F108Q3000028,201105,67519.03,0,33,327,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1582,F108Q3000028,201106,67433.66,0,34,326,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1583,F108Q3000028,201107,67347.85,0,35,325,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1584,F108Q3000028,201108,67261.6,0,36,324,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1585,F108Q3000028,201109,67174.92,0,37,323,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1586,F108Q3000028,201110,67087.79,0,38,322,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1587,F108Q3000028,201111,67000.22,0,39,321,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1588,F108Q3000028,201112,66912.2,0,40,320,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1589,F108Q3000028,201201,66823.73,0,41,319,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1590,F108Q3000028,201202,66734.81,0,42,318,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1591,F108Q3000028,201203,66645.43,0,43,317,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1592,F108Q3000028,201204,66555.6,0,44,316,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1593,F108Q3000028,201205,66465.31,0,45,315,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1594,F108Q3000028,201206,66374.56,0,46,314,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1595,F108Q3000028,201207,66283.35,0,47,313,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1596,F108Q3000028,201208,66191.67,0,48,312,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1597,F108Q3000028,201209,66099.53,0,49,311,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1598,F108Q3000028,201210,66006.91,0,50,310,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1599,F108Q3000028,201211,65913.82,0,51,309,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1600,F108Q3000028,201212,65820.25,0,52,308,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1601,F108Q3000028,201301,65820.25,0,53,307,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1602,F108Q3000028,201302,65727.48,0,54,306,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1603,F108Q3000028,201303,65518.45,0,55,305,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1604,F108Q3000028,201304,65422.28,0,56,304,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1605,F108Q3000028,201305,65326.21,0,57,303,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1606,F108Q3000028,201306,65326.21,0,58,302,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1607,F108Q3000028,201307,65133.08,0,59,301,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1608,F108Q3000028,201308,65035.04,0,60,300,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1609,F108Q3000028,201309,65035.04,0,61,299,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1610,F108Q3000028,201310,64938.26,0,62,298,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1611,F108Q3000028,201311,64750.51,0,63,297,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1612,F108Q3000028,201312,64655.2,0,64,296,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1613,F108Q3000028,201401,64655.2,0,65,295,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1614,F108Q3000028,201402,64464.56,0,66,294,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1615,F108Q3000028,201403,64367.78,0,67,293,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1616,F108Q3000028,201404,64271.0,0,68,292,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1617,F108Q3000028,201405,64271.0,0,69,291,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1618,F108Q3000028,201406,64173.72,0,70,290,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1619,F108Q3000028,201407,63977.67,0,71,289,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1620,F108Q3000028,201408,63878.89,0,72,288,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1621,F108Q3000028,201409,63779.61,0,73,287,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1622,F108Q3000028,201410,63679.82,0,74,286,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1623,F108Q3000028,201411,63679.82,0,75,285,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1624,F108Q3000028,201412,63479.23,0,76,284,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1625,F108Q3000028,201501,63377.39,0,77,283,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1626,F108Q3000028,201502,63275.55,0,78,282,NotA,NotA,0,NotA,6.125,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,768,200809,N,203808,30460.0,0,1,P,70.0,42,70000,70,6.125,R,N,FRM,KY,SF,40300,F108Q3000028,N,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
